transaction_id,client_id,bank,sender_account,receiver_account,amount_kzt,category,city,device_type,transaction_date,status,is_fraud,fraud_reason,description
e26d7f0c-e1b8-4e84-bbc3-da084f9fc9da,600907357042,ForteBank,KZ748725488405942623,KZ757805104580849027,4783,Транспорт,Костанай,web,2026-01-05 09:29:00,completed,0,,Транспорт - Костанай
2a1c42bb-1e49-4f77-8404-e7964f72d966,711002417073,Евразийский Банк,KZ121531573818062818,KZ683874972879420008,131198,Медицина,Атырау,web,2026-02-19 18:37:00,completed,0,,Медицина - Атырау
45df0815-cfb2-4446-93a1-3e84cc60500e,610425495221,Нурбанк,KZ403291612488960341,KZ368853446605638603,33994,Снятие наличных,Костанай,pos_terminal,2026-02-09 00:06:00,completed,0,,Снятие наличных - Костанай
9071ab5a-26a7-49bd-9551-86372ec014ea,630214415987,Halyk Bank,KZ174534930044082230,KZ861874362176753702,158957,Оплата товаров,Павлодар,atm,2025-10-14 07:53:00,completed,0,,Оплата товаров - Павлодар
0fe7b91a-ba29-4995-8b86-8e7eb2004063,660712436387,Bank CenterCredit,KZ262436008572500135,KZ916182595534984972,15702,Медицина,Тараз,mobile_app,2025-09-18 01:46:00,completed,0,,Медицина - Тараз
18a4a936-048d-4ddd-bd68-68f7b90165a5,821217442185,Евразийский Банк,KZ399363206591741782,KZ971980125035133705,122831,Образование,Павлодар,pos_terminal,2025-11-30 19:44:00,completed,0,,Образование - Павлодар
180092c8-6b58-4c4d-8873-8fdaf2390076,701023442053,Jusan Bank,KZ149841064764010085,KZ361642699144453154,148835,Образование,Костанай,atm,2025-12-26 16:38:00,failed,0,,Образование - Костанай
2be8b540-dadc-4386-868f-eb315c072b7d,870502423537,Bank CenterCredit,KZ798016706977443841,KZ879876003246999765,219604,Онлайн-покупки,Актобе,mobile_app,2025-10-10 13:06:00,completed,0,,Онлайн-покупки - Актобе
fb90b2fe-eb65-49c4-abae-ef26f0b0e3ca,980517369415,Сбербанк Казахстан,KZ129039502491362510,KZ863148089001049778,456214,Снятие наличных,Астана,atm,2026-03-24 23:56:00,completed,0,,Снятие наличных - Астана
2581a553-c783-493a-97ba-0e9e7abb63de,850304437520,Bank CenterCredit,KZ686397851563585311,KZ929679677759389662,35799,Перевод,Атырау,pos_terminal,2025-12-27 00:48:00,completed,0,,Перевод - Атырау
eea4dc88-ea03-466b-9524-aca609aa50e9,840127372230,Евразийский Банк,KZ861376188212130066,KZ431394657083869761,73796,Перевод,Костанай,pos_terminal,2025-08-29 00:36:00,pending,0,,Перевод - Костанай
0d7705e4-c5af-4ae0-b3be-4596f1f45cd0,620626499659,Kaspi Bank,KZ627626712327401361,KZ445945290391902151,113082,Образование,Усть-Каменогорск,pos_terminal,2025-09-04 22:36:00,completed,0,,Образование - Усть-Каменогорск
5232ee48-903d-408c-aaf3-1a1c130303c8,730826467491,Сбербанк Казахстан,KZ596634640366561756,KZ949884424062339901,110654,Онлайн-покупки,Алматы,atm,2025-11-02 22:04:00,completed,1,unusual_location,Онлайн-покупки - Алматы
c781eed7-8e8d-4cf5-b7a3-ddd9fe667d62,990226319158,RBK Bank,KZ453196471939087838,KZ344793581031181237,8827,Транспорт,Костанай,atm,2025-12-30 12:24:00,completed,0,,Транспорт - Костанай
8417d11e-2336-4fe9-96d8-a7cbb605a927,960319349228,Евразийский Банк,KZ565473133355178221,KZ367373652752485779,7988,Снятие наличных,Костанай,mobile_app,2025-12-11 18:27:00,failed,0,,Снятие наличных - Костанай
5d0e5d4b-99be-45c4-ae70-ad40981788b3,670723359911,Bank CenterCredit,KZ334392118841564837,KZ565367639091561436,160522,Развлечения,Семей,mobile_app,2025-11-05 14:55:00,completed,0,,Развлечения - Семей
d199b6b4-748d-42c7-bb6a-d5f316601a2c,780322350209,Нурбанк,KZ701227287513863118,KZ915299732360500371,398106,Снятие наличных,Актобе,atm,2025-11-12 22:01:00,completed,0,,Снятие наличных - Актобе
ea85d0c1-f161-4f66-b567-b5cdd83de88c,870217413026,Нурбанк,KZ756085833309457993,KZ664825758696039671,6031,Транспорт,Атырау,mobile_app,2025-11-17 12:23:00,failed,0,,Транспорт - Атырау
6b5299d2-f27d-42bb-a712-e293b96df2b2,610609328209,ForteBank,KZ783276909590681991,KZ884564276887537341,152429,Развлечения,Семей,atm,2026-03-20 18:18:00,completed,0,,Развлечения - Семей
b57e5f08-ca9a-429c-9974-c83b7e642407,770902358246,RBK Bank,KZ394637148527020240,KZ825594059734580264,45063,Перевод,Атырау,mobile_app,2025-12-15 11:18:00,completed,0,,Перевод - Атырау
f8ade1ed-fde1-4e2e-b0c5-e4798b23621e,680716338688,Kaspi Bank,KZ567937798073900738,KZ709068859182962685,11291,Коммунальные услуги,Шымкент,pos_terminal,2025-12-17 21:17:00,completed,0,,Коммунальные услуги - Шымкент
1ee79d45-0403-4ba9-99a5-55833e78729a,621217439555,ForteBank,KZ741940197080860061,KZ987484984868194519,35119,Медицина,Шымкент,ussd,2025-09-16 18:27:00,completed,0,,Медицина - Шымкент
1b946f86-e9f8-46a4-93a9-f49a11722089,610709424418,Halyk Bank,KZ133572167417065137,KZ722120880066672637,127483,Медицина,Шымкент,mobile_app,2025-11-17 00:28:00,completed,0,,Медицина - Шымкент
9703e881-9ad2-481f-a434-1f795c2cf993,740201430023,RBK Bank,KZ583254397519941722,KZ759637124385801320,110243,Снятие наличных,Шымкент,pos_terminal,2026-03-18 12:43:00,completed,0,,Снятие наличных - Шымкент
4b705431-a7b0-47c7-b799-ab93124c92ee,960504481956,RBK Bank,KZ688741998141144687,KZ519216591446330731,3724,Транспорт,Астана,atm,2026-01-24 03:48:00,pending,0,,Транспорт - Астана
6c396066-71a8-4f3c-a603-b11000250e49,870502423537,Сбербанк Казахстан,KZ144187693213855509,KZ777016562079876140,6525,Транспорт,Шымкент,pos_terminal,2025-11-30 00:37:00,failed,0,,Транспорт - Шымкент
9291f673-dea2-4747-9fe3-b28d093012b9,640308440926,RBK Bank,KZ462972431404188233,KZ573010060197767344,114296,Оплата товаров,Павлодар,ussd,2025-12-11 05:45:00,completed,0,,Оплата товаров - Павлодар
e20cbcda-a4a7-4c95-9b80-b600c2747272,690502326231,ForteBank,KZ578086907089537769,KZ695572269771030063,328517,Снятие наличных,Актобе,web,2025-09-04 16:14:00,completed,0,,Снятие наличных - Актобе
d07394a9-1ce8-4a4e-9cb7-860a08d774fb,990526347577,Сбербанк Казахстан,KZ119631127317583801,KZ644947653205914316,131888,Оплата товаров,Астана,pos_terminal,2025-11-17 23:28:00,failed,0,,Оплата товаров - Астана
6a705f9a-d0e7-478d-b801-ae94bfe1025f,921210322590,Сбербанк Казахстан,KZ926279842247359701,KZ676642242745444781,184996,Образование,Павлодар,web,2026-02-01 20:19:00,completed,0,,Образование - Павлодар
410d13c5-3fde-4224-b007-8c63cb2964df,810222372820,ForteBank,KZ624460717501653288,KZ273221351094461106,11219,Медицина,Костанай,pos_terminal,2025-11-26 13:42:00,pending,0,,Медицина - Костанай
5a6656a8-b0f4-4be3-81df-eff86b05c87e,760408314171,Halyk Bank,KZ548026678757526174,KZ237159119516178650,132799,Перевод,Павлодар,atm,2025-09-20 07:45:00,pending,0,,Перевод - Павлодар
6748b788-acf8-4f28-9e9a-4d3568535a04,611105369251,ATF Bank,KZ214369274247564014,KZ482188459096375949,134121,Перевод,Астана,pos_terminal,2025-10-14 13:00:00,completed,0,,Перевод - Астана
21b357df-e6de-4002-9be0-d8901f653e35,930827332683,Нурбанк,KZ749948441029679366,KZ709763498662657362,2625,Коммунальные услуги,Тараз,ussd,2026-03-16 06:45:00,failed,0,,Коммунальные услуги - Тараз
e27717b3-d971-4aec-905b-523a9440bad7,630626491600,Сбербанк Казахстан,KZ513709728077044771,KZ821935551812561998,56786,Перевод,Павлодар,mobile_app,2025-08-23 15:35:00,completed,0,,Перевод - Павлодар
0ad0c6cc-3528-4e10-bc27-8702a5aa467b,881115454519,Jusan Bank,KZ495097781754010810,KZ346179748799045987,3929,Коммунальные услуги,Павлодар,web,2025-09-26 07:08:00,failed,0,,Коммунальные услуги - Павлодар
05eaab7c-3cae-4264-9062-ba890ef6d94b,690610311222,Bank CenterCredit,KZ417357947648121053,KZ672952544710820910,172316,Образование,Семей,pos_terminal,2025-11-22 10:54:00,failed,0,,Образование - Семей
ec3ceb8a-1bce-44b0-8e8f-06697a30c8ef,870103432704,Halyk Bank,KZ982149142069191064,KZ244580524735852411,21591,Развлечения,Павлодар,atm,2025-11-20 03:12:00,failed,0,,Развлечения - Павлодар
3daa1577-0121-45b8-8123-46c4c5593722,620626499659,Jusan Bank,KZ735622411639350412,KZ667623513959227362,5723,Коммунальные услуги,Алматы,pos_terminal,2025-10-13 09:00:00,completed,0,,Коммунальные услуги - Алматы
de2d6bcd-0777-41a3-8f27-c12c4cafb972,760508315079,Нурбанк,KZ197556043898319783,KZ411612525521621117,173712,Медицина,Усть-Каменогорск,atm,2025-12-29 21:29:00,completed,0,,Медицина - Усть-Каменогорск
e00df0cc-3f96-4444-8fe7-8be7037d7018,961112358430,Евразийский Банк,KZ717055733151003611,KZ395665706712520236,91310,Онлайн-покупки,Усть-Каменогорск,web,2025-09-24 00:55:00,completed,0,,Онлайн-покупки - Усть-Каменогорск
10b67b15-0651-464d-b87c-42c701aff260,900723361471,Нурбанк,KZ969009611816963503,KZ382253364050003412,79788,Онлайн-покупки,Актобе,ussd,2025-11-15 18:39:00,completed,0,,Онлайн-покупки - Актобе
811ee967-82eb-4259-904f-4d79c1054cf7,690303387187,Bank CenterCredit,KZ518428798329409040,KZ697503033915462186,16196,Снятие наличных,Павлодар,web,2025-09-10 04:36:00,completed,0,,Снятие наличных - Павлодар
5f27f07d-9c55-4ef5-b428-fe5534910747,850724321376,ATF Bank,KZ846440430672828604,KZ359102076401282618,18002,Медицина,Семей,mobile_app,2025-11-21 09:52:00,completed,0,,Медицина - Семей
da815b45-fb60-4038-8213-ae281849a749,640307384551,Bank CenterCredit,KZ694831644576493661,KZ711280326781660827,4023,Транспорт,Тараз,atm,2026-01-24 17:19:00,failed,0,,Транспорт - Тараз
5f84ac4a-44b1-4fb4-92df-c89cf1d35fdc,631214474055,Bank CenterCredit,KZ396566685849134523,KZ368698709759034263,2344,Транспорт,Алматы,mobile_app,2026-02-06 05:11:00,completed,0,,Транспорт - Алматы
28e18b66-4767-4b17-a575-bde71111c46a,990317468375,Kaspi Bank,KZ351937365143114697,KZ545350857254567115,75478,Ресторан,Костанай,mobile_app,2026-01-21 03:59:00,completed,0,,Ресторан - Костанай
6ca140b1-3dde-4707-a286-0e3439e4f7b3,900522356186,ATF Bank,KZ703985696041606442,KZ919591493489638804,873,Коммунальные услуги,Актобе,pos_terminal,2026-03-07 17:22:00,pending,0,,Коммунальные услуги - Актобе
c283cd58-6847-4550-bf82-7039d16d1bcf,610816479744,Bank CenterCredit,KZ392393177560589645,KZ224048824399219897,9165,Транспорт,Шымкент,web,2026-03-19 16:51:00,completed,0,,Транспорт - Шымкент
2526b910-7aab-4176-aaf9-762247f09bff,700528346012,RBK Bank,KZ372118373487715864,KZ718044282420233627,191038,Образование,Семей,atm,2025-09-18 16:04:00,failed,0,,Образование - Семей
8850d824-e804-4718-8236-c1483821f64b,800121497979,Halyk Bank,KZ473173625790748704,KZ777170391806624085,38672,Перевод,Павлодар,mobile_app,2025-09-07 03:51:00,failed,0,,Перевод - Павлодар
3d7b4c60-d90c-4bb7-9bf6-0dae6711d7a5,610425495221,Нурбанк,KZ248118220383145046,KZ984098250423923004,168811,Ресторан,Алматы,pos_terminal,2025-08-29 07:23:00,completed,0,,Ресторан - Алматы
120014c0-420f-4e79-b486-406826291fd3,900120416487,Сбербанк Казахстан,KZ625879048802992881,KZ867612350673606069,70240,Перевод,Павлодар,mobile_app,2025-08-29 11:39:00,completed,1,rapid_transactions,Перевод - Павлодар
dac76305-1ded-49da-83d2-3076a9d7c450,740923496830,RBK Bank,KZ558192574809508447,KZ881416522723513004,5096,Снятие наличных,Павлодар,atm,2025-12-24 17:23:00,completed,0,,Снятие наличных - Павлодар
4388219e-0ad2-42f6-a0c7-edca456626ce,980104422534,Kaspi Bank,KZ691095339499781915,KZ738359666062504160,289470,Онлайн-покупки,Костанай,pos_terminal,2025-09-30 08:03:00,completed,0,,Онлайн-покупки - Костанай
aa372516-44fc-4833-9082-193d5eb1cb88,990914384145,Kaspi Bank,KZ698264593625143474,KZ186154759113115575,188973,Развлечения,Астана,ussd,2026-03-05 17:47:00,completed,0,,Развлечения - Астана
10a121ba-d091-4dc2-9eb9-6a1745a5924b,660328458277,Kaspi Bank,KZ631840406028326548,KZ461042832073317751,139091,Ресторан,Актобе,atm,2025-09-23 19:35:00,completed,0,,Ресторан - Актобе
eb6e98e9-4bf9-4d34-b3ca-0bcecf12ed81,670623481662,Евразийский Банк,KZ588487982002421683,KZ236224538349344342,5966,Коммунальные услуги,Костанай,mobile_app,2026-02-05 01:40:00,failed,0,,Коммунальные услуги - Костанай
2daadbef-f34f-4bf6-9397-4adde7f099e1,721023444364,Jusan Bank,KZ323975035423707014,KZ597391288032852925,126069,Образование,Павлодар,ussd,2026-03-05 03:46:00,completed,0,,Образование - Павлодар
8163a63c-7095-4f1b-b29c-09a56041b6af,870603396656,Сбербанк Казахстан,KZ423585871110686569,KZ809346957086029316,198738,Медицина,Семей,mobile_app,2025-11-12 04:01:00,completed,0,,Медицина - Семей
df9df7ce-cdcf-45c5-8526-f4ff557f62ba,640615462742,Halyk Bank,KZ605747135253589515,KZ932623874620995445,11388,Ресторан,Семей,atm,2025-12-12 14:23:00,completed,0,,Ресторан - Семей
e3842651-e243-401b-a29f-4a7ab3cfe951,771127468084,ATF Bank,KZ158943926901601733,KZ598568432603799854,7481,Транспорт,Павлодар,ussd,2025-10-22 03:33:00,completed,0,,Транспорт - Павлодар
b88ea6cc-6b7f-499f-b5e9-380105258e0e,630718419030,Bank CenterCredit,KZ352409542459742211,KZ925949290135695516,9072,Транспорт,Семей,atm,2025-12-31 10:14:00,completed,0,,Транспорт - Семей
2e74628c-326f-4034-b967-3feba93c745b,860415330095,Нурбанк,KZ836195703854384155,KZ761402902259058800,395920,Снятие наличных,Костанай,mobile_app,2026-03-12 05:01:00,completed,0,,Снятие наличных - Костанай
16af06f8-b8b8-425e-a47c-7b6a3c249311,690303387187,ForteBank,KZ559214158434393249,KZ446133599444956650,126077,Перевод,Шымкент,ussd,2025-12-06 15:22:00,failed,0,,Перевод - Шымкент
e69b7e2f-cc12-4fff-818f-2e5d13a1fd79,790301476874,Евразийский Банк,KZ858177949032725325,KZ712188358653526860,28111,Снятие наличных,Семей,web,2025-09-11 01:12:00,pending,0,,Снятие наличных - Семей
663f3544-16d6-4faa-9b68-ce14572d8a02,800121497979,Евразийский Банк,KZ313533210657577376,KZ997827060045507389,3316,Транспорт,Актобе,mobile_app,2026-01-18 03:05:00,completed,0,,Транспорт - Актобе
73b430cf-39d6-4e70-aa10-23081cc92110,730209359998,Bank CenterCredit,KZ784064915543548860,KZ874569467278281656,39710,Перевод,Семей,atm,2026-02-20 03:37:00,completed,0,,Перевод - Семей
2df2040a-7d9a-45fe-bffd-96068e90d2e9,990428394180,RBK Bank,KZ643657253678135571,KZ393179719170325189,491872,Снятие наличных,Атырау,atm,2025-10-03 16:00:00,completed,0,,Снятие наличных - Атырау
99eb1137-1f80-49cc-aaa3-b38a61dcc651,920413328952,Нурбанк,KZ179235545113693755,KZ763270111679055195,266396,Онлайн-покупки,Семей,web,2025-12-01 12:36:00,pending,0,,Онлайн-покупки - Семей
0a869a8d-e9ca-4412-9131-0e4a329392c0,840127372230,Halyk Bank,KZ532573772331146098,KZ785093353800418684,186744,Ресторан,Актобе,ussd,2026-03-11 08:01:00,completed,0,,Ресторан - Актобе
95339aa7-67a9-4e9a-afef-a55a603a206e,920724364700,Нурбанк,KZ236068693464264085,KZ766848824471461672,9158,Транспорт,Тараз,web,2026-01-07 14:03:00,failed,1,rapid_transactions,Транспорт - Тараз
eac35804-262b-4075-a86e-2b2441a46e5b,650825492574,ATF Bank,KZ183138764554205620,KZ264259011463775338,128513,Образование,Актобе,mobile_app,2025-12-26 12:31:00,failed,0,,Образование - Актобе
29850883-8672-4e36-a750-b7087b6af94b,821217442185,Нурбанк,KZ795827166026045742,KZ615676250446059754,78208,Развлечения,Павлодар,atm,2025-09-20 10:47:00,pending,0,,Развлечения - Павлодар
0feb8ee1-f38b-4eed-bfbb-7e28cfcc7c8a,680804374641,RBK Bank,KZ589843517664654060,KZ936936609687142375,14590,Образование,Актобе,pos_terminal,2025-11-30 10:20:00,completed,0,,Образование - Актобе
5462020c-0bfb-4ad5-9d1c-7f4655b20d2b,861025480008,Bank CenterCredit,KZ363827962470293293,KZ658612082700831184,10452,Транспорт,Семей,ussd,2025-08-31 16:44:00,completed,0,,Транспорт - Семей
30dc3746-9bef-43cd-bd6c-76c8d27d779d,660206320284,Нурбанк,KZ544357548669276141,KZ834023515330773354,3165,Перевод,Усть-Каменогорск,atm,2025-10-16 10:35:00,completed,0,,Перевод - Усть-Каменогорск
d6118665-65b3-436c-8aed-472ccae7d1b3,871122312943,ATF Bank,KZ765391935882350302,KZ815106516382012019,27612,Развлечения,Астана,pos_terminal,2026-02-13 14:52:00,failed,0,,Развлечения - Астана
cc7c18cc-aba9-4d8b-9ab8-e385a2e25a06,871125318224,Евразийский Банк,KZ357015742803863945,KZ173864071537217413,38814,Образование,Усть-Каменогорск,mobile_app,2025-12-17 23:40:00,completed,0,,Образование - Усть-Каменогорск
09b30de3-3ce3-4774-957e-b72d0ea37189,620402336627,Нурбанк,KZ983972090749817478,KZ295053424902136722,6581,Коммунальные услуги,Усть-Каменогорск,atm,2025-10-17 18:07:00,completed,0,,Коммунальные услуги - Усть-Каменогорск
4fc10359-2ee6-4a47-be9a-4fdf134d926d,650806399859,Bank CenterCredit,KZ676841156287744940,KZ307929215219186672,35394,Перевод,Алматы,web,2025-08-30 11:54:00,completed,0,,Перевод - Алматы
8d23255c-2a45-4a6f-be38-42a6141c2ebb,700528346012,Jusan Bank,KZ797193139527754565,KZ861216802716096302,17423,Онлайн-покупки,Атырау,ussd,2025-10-26 08:03:00,completed,0,,Онлайн-покупки - Атырау
1fac9341-9851-43b8-8f90-3b4a1242f618,950223416872,Нурбанк,KZ339380863042056683,KZ144200259668670389,311595,Снятие наличных,Актобе,mobile_app,2025-10-30 20:54:00,completed,0,,Снятие наличных - Актобе
34a46624-d6f2-4e0b-a895-2e8842163071,870502364537,Сбербанк Казахстан,KZ839992069980234956,KZ499676047312398246,49570,Ресторан,Атырау,pos_terminal,2026-02-02 12:25:00,completed,0,,Ресторан - Атырау
78d806e5-3fd5-4b8a-bfec-f29dca33abe2,900221339718,Kaspi Bank,KZ452415456014913402,KZ191040928324600482,5034,Коммунальные услуги,Семей,web,2025-12-27 09:10:00,completed,0,,Коммунальные услуги - Семей
8d0149fa-076f-4c10-8159-d9501c6d5ff0,870604389275,Евразийский Банк,KZ409619284110071029,KZ281299374554079419,5046,Коммунальные услуги,Шымкент,atm,2025-08-31 21:05:00,completed,0,,Коммунальные услуги - Шымкент
e78c2c3b-c62e-416d-8536-f39cbadc6456,670623481662,Kaspi Bank,KZ137953860665680923,KZ108768341488885031,134354,Перевод,Павлодар,web,2026-01-14 12:40:00,failed,0,,Перевод - Павлодар
2a531097-0af0-487d-9a5f-b674de192b5c,701219319186,Сбербанк Казахстан,KZ672055694736752353,KZ229834431390706766,5570,Снятие наличных,Шымкент,pos_terminal,2025-12-17 03:42:00,failed,0,,Снятие наличных - Шымкент
cd210721-b7a2-4371-ba06-239326cdbeae,871113415910,Bank CenterCredit,KZ606528652549271452,KZ506329802300509926,201179,Онлайн-покупки,Семей,pos_terminal,2025-08-20 05:18:00,failed,0,,Онлайн-покупки - Семей
83bb9235-2838-446a-be9b-2e163ff3b98b,730209359998,RBK Bank,KZ494561837477050106,KZ515856403401493996,11540,Онлайн-покупки,Астана,web,2025-10-02 04:50:00,completed,0,,Онлайн-покупки - Астана
a4c17361-6abb-410e-b5a1-61768a763b7b,880218319727,RBK Bank,KZ277369072120400865,KZ745686952076514374,77513,Онлайн-покупки,Павлодар,atm,2025-08-13 23:15:00,completed,0,,Онлайн-покупки - Павлодар
d6934427-86a8-4885-8aad-cb0de303dcfd,760204334449,Евразийский Банк,KZ563688726696690573,KZ321090760921992379,33378,Онлайн-покупки,Астана,atm,2026-03-22 17:45:00,completed,0,,Онлайн-покупки - Астана
9aa4a377-e1db-44a2-891c-034b0066974f,701020462137,Bank CenterCredit,KZ691556752575295066,KZ818340683587971047,25658,Медицина,Актобе,atm,2025-09-13 07:58:00,completed,0,,Медицина - Актобе
c329527d-da46-4f46-8043-4c504283ab6d,801023310435,Евразийский Банк,KZ928994158782484432,KZ826115609025582980,185870,Медицина,Шымкент,web,2025-12-12 17:13:00,failed,0,,Медицина - Шымкент
75615cb2-677c-4f89-a24c-f28d3fb5975f,890905430159,Евразийский Банк,KZ362855044309325988,KZ711467708794442303,550,Коммунальные услуги,Усть-Каменогорск,atm,2025-11-18 17:07:00,completed,0,,Коммунальные услуги - Усть-Каменогорск
52adbb31-b400-47c8-b803-d2bedf2942a7,730826467491,Bank CenterCredit,KZ328349556899963176,KZ542145843833841082,121491,Развлечения,Астана,pos_terminal,2025-10-09 14:05:00,completed,0,,Развлечения - Астана
5034e432-7398-4f99-9e23-d7768e9c71a5,771127468084,Jusan Bank,KZ726248013066238606,KZ155431369474628300,160324,Медицина,Семей,pos_terminal,2025-12-08 22:15:00,pending,0,,Медицина - Семей
ce1565ee-ba1b-46b4-b59c-68da0e871d26,710926484541,Jusan Bank,KZ486091172384040504,KZ895301267650105858,384384,Снятие наличных,Семей,atm,2025-12-21 05:14:00,failed,0,,Снятие наличных - Семей
c567d061-c5e3-44e0-9ac4-af049bbf1e7c,821117389483,Евразийский Банк,KZ724964333299412972,KZ464645342825969436,31980,Перевод,Семей,web,2026-03-02 02:30:00,completed,0,,Перевод - Семей
78347425-f6fb-430b-86fb-44512ac72258,720108450003,Сбербанк Казахстан,KZ947892683023012857,KZ708798191084974701,274562,Онлайн-покупки,Костанай,pos_terminal,2026-01-31 08:55:00,completed,0,,Онлайн-покупки - Костанай
969afe0a-b6a7-49e1-8b06-e56eec527f13,801018412097,Bank CenterCredit,KZ616814113351460253,KZ887773410389057126,5228,Коммунальные услуги,Тараз,ussd,2026-01-18 18:43:00,completed,0,,Коммунальные услуги - Тараз
bb8a944f-6138-449d-8bee-0ff4c0a26a2b,961112358430,Евразийский Банк,KZ878519261507277853,KZ102652342888541188,10910,Коммунальные услуги,Алматы,atm,2025-09-14 16:05:00,completed,0,,Коммунальные услуги - Алматы
9efc2408-7ea3-4b69-90c5-900b3845451a,710926484541,Нурбанк,KZ307101148230135902,KZ554972080207559185,5078,Медицина,Атырау,pos_terminal,2025-12-27 07:55:00,completed,0,,Медицина - Атырау
f3bc0a5c-4cf5-4472-ac83-6e8cf654a295,880104333633,Нурбанк,KZ992940330253623304,KZ701278760481643143,14584,Коммунальные услуги,Шымкент,atm,2025-09-13 21:16:00,completed,0,,Коммунальные услуги - Шымкент
b913b52a-116e-4689-b2ba-255ba9a1894a,790612412308,Евразийский Банк,KZ464032686707815925,KZ844582122936935881,132780,Развлечения,Костанай,atm,2025-09-28 21:00:00,completed,0,,Развлечения - Костанай
1ae926b2-d616-405a-b2f3-3f82a7574827,700912429625,Kaspi Bank,KZ568597937317085542,KZ539479861773290551,107971,Оплата товаров,Алматы,ussd,2025-09-28 19:08:00,failed,0,,Оплата товаров - Алматы
56b4e01c-dd0b-4d2e-8d69-364f215c8a72,890917477162,Kaspi Bank,KZ548808815574638485,KZ243225363465306498,10776,Транспорт,Шымкент,atm,2025-08-07 07:32:00,completed,0,,Транспорт - Шымкент
c616626a-3b5a-40b0-9041-e7140ebcc76b,790116398682,Нурбанк,KZ864331201234484501,KZ774657530449080663,29214,Образование,Шымкент,ussd,2025-08-01 08:37:00,completed,0,,Образование - Шымкент
9673715a-e039-44d8-9f76-d824282c4901,820125359620,Сбербанк Казахстан,KZ303500683905626512,KZ137100830528841079,117655,Развлечения,Усть-Каменогорск,web,2025-08-30 09:36:00,pending,1,multiple_small_transactions,Развлечения - Усть-Каменогорск
252ba779-fbb7-493d-ad76-e0b3bd973b69,680716338688,ForteBank,KZ652959557110268853,KZ619090799948203263,127618,Перевод,Павлодар,pos_terminal,2025-10-30 03:20:00,completed,0,,Перевод - Павлодар
